venta_id,fecha,vendedor_id,cliente,producto,categoria,cantidad,precio_unitario,total_venta,zona,canal
514,2023-02-09,16,Cliente_0021,Headset Logitech,Tecnología,9,208.82,1879.38,Lima Sur,Distribuidor
515,2023-02-09,28,Cliente_0042,Archivador Metálico,Muebles,4,413.44,1653.76,Lima Este,E-commerce
516,2023-02-16,13,Cliente_0017,Mouse Inalámbrico,Tecnología,3,91.08,273.24,Callao,Teléfono
517,2023-02-10,11,Cliente_0172,Silla Ergonómica,Muebles,8,918.58,7348.64,Lima Sur,Distribuidor
518,2023-02-21,46,Cliente_0116,Pizarra Acrílica,Oficina,10,104.33,1043.3,Lima Este,Teléfono
519,2023-02-10,46,Cliente_0194,Webcam Logitech,Tecnología,4,198.93,795.72,Lima Este,Teléfono
520,2023-02-13,1,Cliente_0127,Teléfono IP,Tecnología,9,368.77,3318.93,Lima Centro,E-commerce
521,2023-02-06,38,Cliente_0054,Teclado Mecánico,Tecnología,11,180.35,1983.85,Callao,Teléfono
522,2023-02-03,33,Cliente_0029,"Laptop HP 15""",Tecnología,14,2962.53,41475.42,Lima Centro,Distribuidor
523,2023-02-13,5,Cliente_0034,Folder Manila x50,Oficina,3,16.95,50.85,Provincias,Distribuidor
524,2023-02-16,30,Cliente_0174,"Monitor LG 24""",Tecnología,4,731.74,2926.96,Lima Norte,E-commerce
525,2023-02-04,24,Cliente_0063,Tablet Samsung,Tecnología,9,677.04,6093.36,Lima Sur,Teléfono
526,2023-02-22,25,Cliente_0119,Proyector Benq,Tecnología,2,1917.37,3834.74,Callao,E-commerce
527,2023-02-22,41,Cliente_0122,Headset Logitech,Tecnología,14,232.63,3256.82,Lima Sur,Distribuidor
528,2023-02-08,50,Cliente_0024,Disco Externo 1TB,Tecnología,1,271.49,271.49,Lima Sur,Distribuidor
529,2023-02-05,16,Cliente_0001,Router WiFi 6,Tecnología,15,306.98,4604.7,Lima Sur,Distribuidor
530,2023-02-13,19,Cliente_0112,Mouse Inalámbrico,Tecnología,4,95.98,383.92,Lima Sur,Directo
531,2023-02-24,50,Cliente_0123,Archivador Metálico,Muebles,3,404.58,1213.74,Lima Sur,Distribuidor
532,2023-02-25,1,Cliente_0192,Teclado Mecánico,Tecnología,5,180.21,901.05,Lima Centro,E-commerce
533,2023-03-03,18,Cliente_0104,Silla Ergonómica,Muebles,4,1077.12,4308.48,Provincias,Directo
534,2023-03-24,21,Cliente_0186,Proyector Benq,Tecnología,9,2037.07,18333.63,Lima Centro,Directo
535,2023-03-27,38,Cliente_0145,Pizarra Acrílica,Oficina,5,108.71,543.55,Callao,Teléfono
536,2023-03-18,38,Cliente_0078,Mouse Inalámbrico,Tecnología,14,97.46,1364.44,Callao,Teléfono
537,2023-03-07,13,Cliente_0064,Headset Logitech,Tecnología,14,210.5,2947.0,Callao,Teléfono
538,2023-03-21,49,Cliente_0167,"Monitor LG 24""",Tecnología,3,588.13,1764.39,Callao,E-commerce
539,2023-03-12,45,Cliente_0042,Router WiFi 6,Tecnología,5,358.96,1794.8,Lima Este,E-commerce
540,2023-03-25,4,Cliente_0027,UPS 1000VA,Tecnología,14,415.45,5816.3,Lima Sur,Directo
541,2023-03-01,20,Cliente_0132,UPS 1000VA,Tecnología,12,456.66,5479.92,Lima Centro,Distribuidor
542,2023-03-18,30,Cliente_0036,Tablet Samsung,Tecnología,4,696.25,2785.0,Lima Norte,E-commerce
543,2023-03-19,2,Cliente_0176,Cartucho Tinta Negro,Oficina,7,48.77,341.39,Lima Sur,Directo
544,2023-03-19,19,Cliente_0178,Escritorio Standing,Muebles,11,1175.08,12925.88,Lima Sur,Directo
545,2023-03-16,32,Cliente_0159,Papel A4 x500,Oficina,15,22.69,340.35,Provincias,Directo
546,2023-03-02,16,Cliente_0132,Escritorio Standing,Muebles,9,1104.88,9943.92,Lima Sur,Distribuidor
547,2023-03-10,37,Cliente_0060,Folder Manila x50,Oficina,14,19.79,277.06,Lima Norte,E-commerce
548,2023-03-14,8,Cliente_0033,Impresora Epson,Oficina,2,513.27,1026.54,Lima Centro,E-commerce
549,2023-03-24,47,Cliente_0117,Router WiFi 6,Tecnología,5,350.08,1750.4,Lima Este,Teléfono
550,2023-03-24,16,Cliente_0154,Folder Manila x50,Oficina,5,16.75,83.75,Lima Sur,Distribuidor
551,2023-03-10,31,Cliente_0100,"Monitor LG 24""",Tecnología,7,644.66,4512.62,Lima Sur,Distribuidor
552,2023-03-11,25,Cliente_0172,UPS 1000VA,Tecnología,4,447.45,1789.8,Callao,E-commerce
553,2023-03-18,6,Cliente_0140,Teléfono IP,Tecnología,11,378.79,4166.69,Lima Centro,Teléfono
554,2023-03-16,37,Cliente_0032,Papel A4 x500,Oficina,13,22.1,287.3,Lima Norte,E-commerce
555,2023-03-26,46,Cliente_0087,Headset Logitech,Tecnología,1,206.69,206.69,Lima Este,Teléfono
556,2023-03-21,28,Cliente_0152,Papel A4 x500,Oficina,10,24.78,247.8,Lima Este,E-commerce
557,2023-03-14,38,Cliente_0194,Proyector Benq,Tecnología,2,1853.01,3706.02,Callao,Teléfono
558,2023-03-15,46,Cliente_0140,Teclado Mecánico,Tecnología,9,202.19,1819.71,Lima Este,Teléfono
559,2023-03-26,38,Cliente_0182,Pizarra Acrílica,Oficina,15,98.35,1475.25,Callao,Teléfono
560,2023-03-20,5,Cliente_0010,Tablet Samsung,Tecnología,6,789.61,4737.66,Provincias,Distribuidor
561,2023-03-27,32,Cliente_0157,Folder Manila x50,Oficina,1,16.9,16.9,Provincias,Directo
562,2023-03-03,14,Cliente_0012,Papel A4 x500,Oficina,13,23.46,304.98,Provincias,Teléfono
563,2023-03-19,39,Cliente_0012,Teléfono IP,Tecnología,11,365.27,4017.97,Lima Sur,Directo
564,2023-03-04,23,Cliente_0020,Proyector Benq,Tecnología,8,1751.26,14010.08,Callao,Teléfono
565,2023-03-12,28,Cliente_0174,UPS 1000VA,Tecnología,3,422.54,1267.62,Lima Este,E-commerce
566,2023-03-03,42,Cliente_0109,Papel A4 x500,Oficina,15,20.1,301.5,Lima Centro,Teléfono
567,2023-03-15,46,Cliente_0135,Impresora Epson,Oficina,11,476.49,5241.39,Lima Este,Teléfono
568,2023-03-26,2,Cliente_0179,Proyector Benq,Tecnología,6,1841.77,11050.62,Lima Sur,Directo
569,2023-03-14,11,Cliente_0111,Teclado Mecánico,Tecnología,13,165.61,2152.93,Lima Sur,Distribuidor
570,2023-03-16,9,Cliente_0007,Proyector Benq,Tecnología,15,1821.72,27325.8,Lima Norte,Distribuidor
571,2023-03-26,37,Cliente_0039,"Laptop HP 15""",Tecnología,4,3071.22,12284.88,Lima Norte,E-commerce
572,2023-03-20,13,Cliente_0082,Headset Logitech,Tecnología,6,220.66,1323.96,Callao,Teléfono
573,2023-03-11,3,Cliente_0163,Proyector Benq,Tecnología,2,1866.51,3733.02,Lima Este,Distribuidor
574,2023-03-18,14,Cliente_0126,Headset Logitech,Tecnología,13,215.48,2801.24,Provincias,Teléfono
575,2023-03-20,46,Cliente_0165,Headset Logitech,Tecnología,14,238.98,3345.72,Lima Este,Teléfono
576,2023-03-28,9,Cliente_0063,Proyector Benq,Tecnología,6,1669.05,10014.3,Lima Norte,Distribuidor
577,2023-03-02,16,Cliente_0153,Archivador Metálico,Muebles,8,431.13,3449.04,Lima Sur,Distribuidor
578,2023-03-10,40,Cliente_0029,Tablet Samsung,Tecnología,14,839.83,11757.62,Lima Norte,Distribuidor
579,2023-03-25,21,Cliente_0131,Mouse Inalámbrico,Tecnología,7,79.15,554.05,Lima Centro,Directo
580,2023-03-15,31,Cliente_0131,Proyector Benq,Tecnología,1,2081.56,2081.56,Lima Sur,Distribuidor
581,2023-03-20,49,Cliente_0118,Cartucho Tinta Negro,Oficina,15,40.56,608.4,Callao,E-commerce
582,2023-03-22,39,Cliente_0114,Headset Logitech,Tecnología,2,201.58,403.16,Lima Sur,Directo
583,2023-03-17,8,Cliente_0166,Folder Manila x50,Oficina,6,16.98,101.88,Lima Centro,E-commerce
584,2023-03-24,5,Cliente_0044,Headset Logitech,Tecnología,12,207.14,2485.68,Provincias,Distribuidor
585,2023-03-22,38,Cliente_0169,Router WiFi 6,Tecnología,10,312.68,3126.8,Callao,Teléfono
586,2023-03-01,42,Cliente_0056,Proyector Benq,Tecnología,9,1778.96,16010.64,Lima Centro,Teléfono
587,2023-03-25,36,Cliente_0133,Teléfono IP,Tecnología,15,337.94,5069.1,Lima Este,E-commerce
588,2023-03-27,23,Cliente_0155,Teléfono IP,Tecnología,1,372.02,372.02,Callao,Teléfono
589,2023-03-24,14,Cliente_0021,Folder Manila x50,Oficina,5,20.32,101.6,Provincias,Teléfono
590,2023-03-20,41,Cliente_0034,Impresora Epson,Oficina,9,489.77,4407.93,Lima Sur,Distribuidor
591,2023-03-15,15,Cliente_0093,Mouse Inalámbrico,Tecnología,12,92.39,1108.68,Lima Centro,Teléfono
592,2023-03-10,1,Cliente_0029,Archivador Metálico,Muebles,11,406.12,4467.32,Lima Centro,E-commerce
593,2023-03-02,41,Cliente_0197,"Monitor LG 24""",Tecnología,11,678.1,7459.1,Lima Sur,Distribuidor
594,2023-03-10,48,Cliente_0092,Tablet Samsung,Tecnología,8,857.37,6858.96,Provincias,E-commerce
595,2023-03-21,21,Cliente_0021,Webcam Logitech,Tecnología,9,191.07,1719.63,Lima Centro,Directo
596,2023-03-19,25,Cliente_0109,Archivador Metálico,Muebles,10,389.68,3896.8,Callao,E-commerce
597,2023-03-20,17,Cliente_0073,Router WiFi 6,Tecnología,5,300.5,1502.5,Lima Sur,E-commerce
598,2023-03-10,40,Cliente_0098,Proyector Benq,Tecnología,7,1840.34,12882.38,Lima Norte,Distribuidor
599,2023-03-03,24,Cliente_0132,Archivador Metálico,Muebles,14,346.69,4853.66,Lima Sur,Teléfono
600,2023-03-24,48,Cliente_0066,Proyector Benq,Tecnología,5,1751.37,8756.85,Provincias,E-commerce
601,2023-03-08,9,Cliente_0174,Proyector Benq,Tecnología,10,1937.92,19379.2,Lima Norte,Distribuidor
602,2023-03-09,42,Cliente_0151,Mouse Inalámbrico,Tecnología,15,85.07,1276.05,Lima Centro,Teléfono
603,2023-03-07,43,Cliente_0188,Teléfono IP,Tecnología,14,383.25,5365.5,Callao,Teléfono
604,2023-03-09,42,Cliente_0168,Teclado Mecánico,Tecnología,7,164.28,1149.96,Lima Centro,Teléfono
605,2023-03-19,8,Cliente_0078,Tablet Samsung,Tecnología,3,748.41,2245.23,Lima Centro,E-commerce
606,2023-03-20,39,Cliente_0060,UPS 1000VA,Tecnología,2,417.44,834.88,Lima Sur,Directo
607,2023-03-23,22,Cliente_0028,Escritorio Standing,Muebles,15,1186.5,17797.5,Lima Centro,E-commerce
608,2023-03-05,21,Cliente_0034,Pizarra Acrílica,Oficina,6,95.05,570.3,Lima Centro,Directo
609,2023-03-26,50,Cliente_0060,Silla Ergonómica,Muebles,7,1049.3,7345.1,Lima Sur,Distribuidor
610,2023-03-08,43,Cliente_0158,Escritorio Standing,Muebles,3,1194.8,3584.4,Callao,Teléfono
611,2023-03-08,21,Cliente_0197,"Monitor LG 24""",Tecnología,11,655.22,7207.42,Lima Centro,Directo
612,2023-03-20,42,Cliente_0009,Tablet Samsung,Tecnología,15,675.94,10139.1,Lima Centro,Teléfono
613,2023-03-12,6,Cliente_0148,Mouse Inalámbrico,Tecnología,2,92.35,184.7,Lima Centro,Teléfono
614,2023-03-02,25,Cliente_0034,"Monitor LG 24""",Tecnología,2,691.93,1383.86,Callao,E-commerce
615,2023-03-06,13,Cliente_0044,Papel A4 x500,Oficina,1,19.9,19.9,Callao,Teléfono
616,2023-03-10,17,Cliente_0095,Headset Logitech,Tecnología,12,221.69,2660.28,Lima Sur,E-commerce
617,2023-03-08,17,Cliente_0158,"Laptop HP 15""",Tecnología,4,2624.84,10499.36,Lima Sur,E-commerce
618,2023-03-28,15,Cliente_0075,Folder Manila x50,Oficina,14,19.04,266.56,Lima Centro,Teléfono
619,2023-03-15,25,Cliente_0031,Teclado Mecánico,Tecnología,9,192.57,1733.13,Callao,E-commerce
620,2023-03-15,11,Cliente_0063,"Laptop HP 15""",Tecnología,14,3099.3,43390.2,Lima Sur,Distribuidor
621,2023-03-04,46,Cliente_0179,Mouse Inalámbrico,Tecnología,10,79.44,794.4,Lima Este,Teléfono
622,2023-03-04,5,Cliente_0149,Escritorio Standing,Muebles,10,1218.55,12185.5,Provincias,Distribuidor
623,2023-03-23,9,Cliente_0119,Papel A4 x500,Oficina,5,25.28,126.4,Lima Norte,Distribuidor
624,2023-03-25,21,Cliente_0150,Escritorio Standing,Muebles,5,1092.45,5462.25,Lima Centro,Directo
625,2023-03-16,21,Cliente_0185,Pizarra Acrílica,Oficina,3,98.18,294.54,Lima Centro,Directo
626,2023-03-03,35,Cliente_0159,Teclado Mecánico,Tecnología,3,163.92,491.76,Provincias,Teléfono
627,2023-03-15,12,Cliente_0124,Mouse Inalámbrico,Tecnología,7,91.88,643.16,Provincias,Teléfono
628,2023-03-26,44,Cliente_0106,Proyector Benq,Tecnología,5,1986.12,9930.6,Lima Sur,Directo
629,2023-03-05,38,Cliente_0106,Disco Externo 1TB,Tecnología,9,316.4,2847.6,Callao,Teléfono
630,2023-03-17,17,Cliente_0086,Router WiFi 6,Tecnología,14,288.98,4045.72,Lima Sur,E-commerce
631,2023-03-03,45,Cliente_0142,Pizarra Acrílica,Oficina,9,108.33,974.97,Lima Este,E-commerce
632,2023-03-28,21,Cliente_0055,Headset Logitech,Tecnología,2,235.3,470.6,Lima Centro,Directo
633,2023-03-13,13,Cliente_0175,Archivador Metálico,Muebles,4,394.15,1576.6,Callao,Teléfono
634,2023-03-15,4,Cliente_0146,Folder Manila x50,Oficina,10,19.24,192.4,Lima Sur,Directo
635,2023-03-17,47,Cliente_0076,"Laptop HP 15""",Tecnología,5,2727.54,13637.7,Lima Este,Teléfono
636,2023-03-01,14,Cliente_0107,Disco Externo 1TB,Tecnología,9,270.38,2433.42,Provincias,Teléfono
637,2023-03-19,6,Cliente_0113,Webcam Logitech,Tecnología,14,197.3,2762.2,Lima Centro,Teléfono
638,2023-03-21,8,Cliente_0093,Folder Manila x50,Oficina,14,19.51,273.14,Lima Centro,E-commerce
639,2023-03-12,17,Cliente_0032,Archivador Metálico,Muebles,7,347.66,2433.62,Lima Sur,E-commerce
640,2023-03-04,11,Cliente_0082,UPS 1000VA,Tecnología,6,452.24,2713.44,Lima Sur,Distribuidor
641,2023-03-08,20,Cliente_0173,Tablet Samsung,Tecnología,10,729.18,7291.8,Lima Centro,Distribuidor
642,2023-03-09,31,Cliente_0198,Archivador Metálico,Muebles,14,349.5,4893.0,Lima Sur,Distribuidor
643,2023-03-08,33,Cliente_0178,Escritorio Standing,Muebles,6,1168.19,7009.14,Lima Centro,Distribuidor
644,2023-03-01,35,Cliente_0097,Cartucho Tinta Negro,Oficina,6,45.31,271.86,Provincias,Teléfono
645,2023-03-14,45,Cliente_0015,Silla Ergonómica,Muebles,4,1065.22,4260.88,Lima Este,E-commerce
646,2023-03-01,16,Cliente_0053,Webcam Logitech,Tecnología,1,175.0,175.0,Lima Sur,Distribuidor
647,2023-03-20,11,Cliente_0117,Teclado Mecánico,Tecnología,4,176.28,705.12,Lima Sur,Distribuidor
648,2023-03-28,2,Cliente_0117,"Monitor LG 24""",Tecnología,9,621.33,5591.97,Lima Sur,Directo
649,2023-03-17,15,Cliente_0020,Webcam Logitech,Tecnología,2,211.2,422.4,Lima Centro,Teléfono
650,2023-03-03,49,Cliente_0135,Cartucho Tinta Negro,Oficina,10,45.0,450.0,Callao,E-commerce
651,2023-03-18,11,Cliente_0043,Impresora Epson,Oficina,8,455.39,3643.12,Lima Sur,Distribuidor
652,2023-03-20,42,Cliente_0037,Cartucho Tinta Negro,Oficina,2,44.48,88.96,Lima Centro,Teléfono
653,2023-03-04,18,Cliente_0180,Tablet Samsung,Tecnología,9,745.48,6709.32,Provincias,Directo
654,2023-03-28,49,Cliente_0028,Archivador Metálico,Muebles,14,373.67,5231.38,Callao,E-commerce
655,2023-03-13,21,Cliente_0180,Disco Externo 1TB,Tecnología,7,285.42,1997.94,Lima Centro,Directo
656,2023-03-09,6,Cliente_0077,Papel A4 x500,Oficina,12,23.98,287.76,Lima Centro,Teléfono
657,2023-03-13,31,Cliente_0057,Impresora Epson,Oficina,13,447.7,5820.1,Lima Sur,Distribuidor
658,2023-03-23,27,Cliente_0061,Mouse Inalámbrico,Tecnología,9,78.01,702.09,Lima Centro,Teléfono
659,2023-03-23,50,Cliente_0170,Tablet Samsung,Tecnología,9,770.67,6936.03,Lima Sur,Distribuidor
660,2023-03-18,1,Cliente_0035,Escritorio Standing,Muebles,2,1115.73,2231.46,Lima Centro,E-commerce
661,2023-03-23,28,Cliente_0040,Disco Externo 1TB,Tecnología,12,256.52,3078.24,Lima Este,E-commerce
662,2023-03-12,40,Cliente_0153,Disco Externo 1TB,Tecnología,5,300.11,1500.55,Lima Norte,Distribuidor
663,2023-03-09,24,Cliente_0012,Papel A4 x500,Oficina,3,24.43,73.29,Lima Sur,Teléfono
664,2023-03-28,26,Cliente_0095,Router WiFi 6,Tecnología,4,363.31,1453.24,Lima Centro,E-commerce
665,2023-03-21,34,Cliente_0077,Headset Logitech,Tecnología,2,243.37,486.74,Provincias,Distribuidor
666,2023-03-09,37,Cliente_0151,Teléfono IP,Tecnología,1,370.91,370.91,Lima Norte,E-commerce
667,2023-03-09,19,Cliente_0160,Pizarra Acrílica,Oficina,9,88.87,799.83,Lima Sur,Directo
668,2023-03-15,9,Cliente_0097,Disco Externo 1TB,Tecnología,10,270.99,2709.9,Lima Norte,Distribuidor
669,2023-03-18,48,Cliente_0167,"Monitor LG 24""",Tecnología,6,698.2,4189.2,Provincias,E-commerce
670,2023-03-09,26,Cliente_0182,Webcam Logitech,Tecnología,12,177.99,2135.88,Lima Centro,E-commerce
671,2023-03-08,12,Cliente_0053,Archivador Metálico,Muebles,5,359.9,1799.5,Provincias,Teléfono
672,2023-03-27,36,Cliente_0101,Cartucho Tinta Negro,Oficina,3,51.02,153.06,Lima Este,E-commerce
673,2023-03-24,12,Cliente_0141,Headset Logitech,Tecnología,4,250.15,1000.6,Provincias,Teléfono
674,2023-03-06,27,Cliente_0048,Pizarra Acrílica,Oficina,14,86.04,1204.56,Lima Centro,Teléfono
675,2023-03-16,50,Cliente_0192,UPS 1000VA,Tecnología,12,412.4,4948.8,Lima Sur,Distribuidor
676,2023-03-08,23,Cliente_0195,Silla Ergonómica,Muebles,13,870.55,11317.15,Callao,Teléfono
677,2023-03-15,22,Cliente_0135,Folder Manila x50,Oficina,9,18.43,165.87,Lima Centro,E-commerce
678,2023-03-28,44,Cliente_0041,Router WiFi 6,Tecnología,13,340.36,4424.68,Lima Sur,Directo
679,2023-03-15,18,Cliente_0191,Archivador Metálico,Muebles,9,344.9,3104.1,Provincias,Directo
680,2023-03-24,30,Cliente_0018,UPS 1000VA,Tecnología,5,446.93,2234.65,Lima Norte,E-commerce
681,2023-03-04,28,Cliente_0046,Escritorio Standing,Muebles,1,1122.94,1122.94,Lima Este,E-commerce
682,2023-03-03,2,Cliente_0004,Pizarra Acrílica,Oficina,3,106.72,320.16,Lima Sur,Directo
683,2023-03-09,16,Cliente_0194,Mouse Inalámbrico,Tecnología,10,89.51,895.1,Lima Sur,Distribuidor
684,2023-03-11,28,Cliente_0142,Mouse Inalámbrico,Tecnología,8,77.27,618.16,Lima Este,E-commerce
685,2023-03-11,11,Cliente_0102,Escritorio Standing,Muebles,3,1097.04,3291.12,Lima Sur,Distribuidor
686,2023-03-26,35,Cliente_0165,Tablet Samsung,Tecnología,15,784.51,11767.65,Provincias,Teléfono
687,2023-03-05,41,Cliente_0061,Teléfono IP,Tecnología,10,381.49,3814.9,Lima Sur,Distribuidor
688,2023-03-13,3,Cliente_0011,Mouse Inalámbrico,Tecnología,15,79.44,1191.6,Lima Este,Distribuidor
689,2023-03-15,6,Cliente_0104,Headset Logitech,Tecnología,13,211.56,2750.28,Lima Centro,Teléfono
690,2023-03-12,43,Cliente_0107,Teléfono IP,Tecnología,14,354.46,4962.44,Callao,Teléfono
691,2023-03-17,37,Cliente_0154,Teclado Mecánico,Tecnología,5,169.43,847.15,Lima Norte,E-commerce
692,2023-03-12,45,Cliente_0050,UPS 1000VA,Tecnología,2,418.21,836.42,Lima Este,E-commerce
693,2023-03-15,43,Cliente_0061,"Monitor LG 24""",Tecnología,6,670.03,4020.18,Callao,Teléfono
694,2023-03-19,25,Cliente_0166,Folder Manila x50,Oficina,14,20.16,282.24,Callao,E-commerce
695,2023-03-15,8,Cliente_0019,Teclado Mecánico,Tecnología,4,169.57,678.28,Lima Centro,E-commerce
696,2023-03-11,18,Cliente_0012,Folder Manila x50,Oficina,3,17.5,52.5,Provincias,Directo
697,2023-03-05,50,Cliente_0026,Teclado Mecánico,Tecnología,11,171.84,1890.24,Lima Sur,Distribuidor
698,2023-03-27,25,Cliente_0054,Archivador Metálico,Muebles,13,393.1,5110.3,Callao,E-commerce
699,2023-03-04,32,Cliente_0163,Impresora Epson,Oficina,4,544.37,2177.48,Provincias,Directo
700,2023-03-14,47,Cliente_0189,Router WiFi 6,Tecnología,5,307.34,1536.7,Lima Este,Teléfono
701,2023-03-22,23,Cliente_0119,Webcam Logitech,Tecnología,1,182.78,182.78,Callao,Teléfono
702,2023-03-13,50,Cliente_0077,Escritorio Standing,Muebles,4,1289.39,5157.56,Lima Sur,Distribuidor
703,2023-03-03,25,Cliente_0053,Pizarra Acrílica,Oficina,3,88.38,265.14,Callao,E-commerce
704,2023-03-14,3,Cliente_0101,Pizarra Acrílica,Oficina,6,95.92,575.52,Lima Este,Distribuidor
705,2023-03-28,21,Cliente_0197,Tablet Samsung,Tecnología,15,852.04,12780.6,Lima Centro,Directo
706,2023-03-20,48,Cliente_0195,Teléfono IP,Tecnología,5,341.27,1706.35,Provincias,E-commerce
707,2023-03-22,10,Cliente_0025,Papel A4 x500,Oficina,1,25.14,25.14,Lima Centro,Distribuidor
708,2023-03-13,12,Cliente_0159,Archivador Metálico,Muebles,10,433.44,4334.4,Provincias,Teléfono
709,2023-03-03,39,Cliente_0072,Tablet Samsung,Tecnología,5,849.69,4248.45,Lima Sur,Directo
710,2023-03-25,43,Cliente_0032,UPS 1000VA,Tecnología,15,379.13,5686.95,Callao,Teléfono
711,2023-03-02,47,Cliente_0125,Webcam Logitech,Tecnología,8,198.57,1588.56,Lima Este,Teléfono
712,2023-03-05,22,Cliente_0074,UPS 1000VA,Tecnología,5,394.37,1971.85,Lima Centro,E-commerce
713,2023-03-01,11,Cliente_0083,Cartucho Tinta Negro,Oficina,3,47.9,143.7,Lima Sur,Distribuidor
714,2023-03-07,26,Cliente_0167,Cartucho Tinta Negro,Oficina,14,45.43,636.02,Lima Centro,E-commerce
715,2023-03-24,21,Cliente_0151,Pizarra Acrílica,Oficina,15,91.0,1365.0,Lima Centro,Directo
716,2023-03-19,44,Cliente_0009,Mouse Inalámbrico,Tecnología,11,80.18,881.98,Lima Sur,Directo
717,2023-03-12,36,Cliente_0005,"Laptop HP 15""",Tecnología,8,2601.66,20813.28,Lima Este,E-commerce
718,2023-03-05,31,Cliente_0115,Tablet Samsung,Tecnología,13,829.19,10779.47,Lima Sur,Distribuidor
719,2023-03-09,13,Cliente_0114,Archivador Metálico,Muebles,7,353.38,2473.66,Callao,Teléfono
720,2023-03-20,48,Cliente_0175,Tablet Samsung,Tecnología,4,819.14,3276.56,Provincias,E-commerce
721,2023-03-08,49,Cliente_0187,Headset Logitech,Tecnología,13,246.12,3199.56,Callao,E-commerce
722,2023-03-18,6,Cliente_0045,"Monitor LG 24""",Tecnología,8,617.77,4942.16,Lima Centro,Teléfono
723,2023-03-23,22,Cliente_0051,Tablet Samsung,Tecnología,2,784.67,1569.34,Lima Centro,E-commerce
724,2023-03-01,1,Cliente_0168,Papel A4 x500,Oficina,13,22.04,286.52,Lima Centro,E-commerce
725,2023-03-14,11,Cliente_0076,Escritorio Standing,Muebles,12,1311.78,15741.36,Lima Sur,Distribuidor
726,2023-03-27,24,Cliente_0170,Archivador Metálico,Muebles,6,388.06,2328.36,Lima Sur,Teléfono
727,2023-04-01,9,Cliente_0189,"Laptop HP 15""",Tecnología,11,2806.86,30875.46,Lima Norte,Distribuidor
728,2023-04-15,4,Cliente_0045,Proyector Benq,Tecnología,9,2103.34,18930.06,Lima Sur,Directo
729,2023-04-25,32,Cliente_0130,"Laptop HP 15""",Tecnología,12,3169.88,38038.56,Provincias,Directo
730,2023-04-08,35,Cliente_0090,Headset Logitech,Tecnología,8,228.92,1831.36,Provincias,Teléfono
731,2023-04-26,25,Cliente_0113,Silla Ergonómica,Muebles,12,893.99,10727.88,Callao,E-commerce
732,2023-04-12,45,Cliente_0172,Headset Logitech,Tecnología,8,229.31,1834.48,Lima Este,E-commerce
733,2023-04-24,15,Cliente_0127,Teclado Mecánico,Tecnología,3,202.53,607.59,Lima Centro,Teléfono
734,2023-04-02,20,Cliente_0190,Silla Ergonómica,Muebles,3,1088.1,3264.3,Lima Centro,Distribuidor
735,2023-04-15,41,Cliente_0186,Pizarra Acrílica,Oficina,1,87.08,87.08,Lima Sur,Distribuidor
736,2023-04-27,1,Cliente_0169,Cartucho Tinta Negro,Oficina,11,48.47,533.17,Lima Centro,E-commerce
737,2023-04-12,1,Cliente_0144,"Monitor LG 24""",Tecnología,12,696.16,8353.92,Lima Centro,E-commerce
738,2023-04-04,1,Cliente_0128,Papel A4 x500,Oficina,1,23.4,23.4,Lima Centro,E-commerce
739,2023-04-24,24,Cliente_0004,Papel A4 x500,Oficina,3,21.02,63.06,Lima Sur,Teléfono
740,2023-04-26,21,Cliente_0198,Teclado Mecánico,Tecnología,3,200.35,601.05,Lima Centro,Directo
741,2023-04-28,48,Cliente_0153,Tablet Samsung,Tecnología,4,776.17,3104.68,Provincias,E-commerce
742,2023-04-15,45,Cliente_0058,Archivador Metálico,Muebles,4,376.91,1507.64,Lima Este,E-commerce
743,2023-04-22,29,Cliente_0021,Webcam Logitech,Tecnología,10,207.42,2074.2,Lima Sur,E-commerce
744,2023-04-22,3,Cliente_0089,Disco Externo 1TB,Tecnología,14,318.83,4463.62,Lima Este,Distribuidor
745,2023-04-07,3,Cliente_0086,UPS 1000VA,Tecnología,11,406.85,4475.35,Lima Este,Distribuidor
746,2023-04-01,33,Cliente_0070,Teléfono IP,Tecnología,10,377.69,3776.9,Lima Centro,Distribuidor
747,2023-04-01,43,Cliente_0158,Teclado Mecánico,Tecnología,9,164.7,1482.3,Callao,Teléfono
748,2023-04-15,50,Cliente_0161,Impresora Epson,Oficina,15,453.5,6802.5,Lima Sur,Distribuidor
749,2023-04-07,18,Cliente_0047,Impresora Epson,Oficina,14,489.59,6854.26,Provincias,Directo
750,2023-04-07,28,Cliente_0121,Pizarra Acrílica,Oficina,11,85.66,942.26,Lima Este,E-commerce
751,2023-04-24,16,Cliente_0068,Papel A4 x500,Oficina,3,22.59,67.77,Lima Sur,Distribuidor
752,2023-04-07,31,Cliente_0064,Disco Externo 1TB,Tecnología,2,289.29,578.58,Lima Sur,Distribuidor
753,2023-04-27,40,Cliente_0129,Disco Externo 1TB,Tecnología,2,257.2,514.4,Lima Norte,Distribuidor
754,2023-04-18,46,Cliente_0030,Disco Externo 1TB,Tecnología,6,278.18,1669.08,Lima Este,Teléfono
755,2023-04-15,13,Cliente_0015,"Laptop HP 15""",Tecnología,6,3071.34,18428.04,Callao,Teléfono
756,2023-04-24,33,Cliente_0195,Silla Ergonómica,Muebles,8,1031.49,8251.92,Lima Centro,Distribuidor
757,2023-04-01,13,Cliente_0166,Papel A4 x500,Oficina,6,20.8,124.8,Callao,Teléfono
